PeakID (cmd=annotatePeaks.pl 07_macs2_peaks_calling/cKO_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
cKO_peak_39	chr1	16618483	16619305	+	400	NA	intron (NM_025773, intron 1 of 5)	CpG	397	NM_001271016	66799	Mm.122430	NM_025773	ENSMUSG00000025939	Ube2w	6130401J04Rik	ubiquitin-conjugating enzyme E2W (putative)	protein-coding
cKO_peak_9376	chr7	111081809	111082816	+	400	NA	intron (NM_001040131, intron 1 of 20)	CpG	718	NM_001040131	13690	Mm.185453	NM_013507	ENSMUSG00000005610	Eif4g2	DAP-5|E130105L11Rik|Nat1|Natm1|p97	eukaryotic translation initiation factor 4, gamma 2	protein-coding
cKO_peak_2579	chr13	21179538	21181165	+	400	NA	5' UTR (NM_009054, exon 1 of 8)	5' UTR (NM_009054, exon 1 of 8)	420	NM_009054	19720	Mm.314056	NM_009054	ENSMUSG00000021326	Trim27	AW538890|Gm19403|Rfp	tripartite motif-containing 27	protein-coding
cKO_peak_5729	chr2	80580254	80581588	+	400	NA	exon (NM_001290745, exon 1 of 32)	exon (NM_001290745, exon 1 of 32)	261	NM_016965	50884	Mm.25203	NM_016965	ENSMUSG00000027002	Nckap1	C79304|H19|Hem-2|Hem2|Nap1|mKIAA0587|mh19|p125Nap1	NCK-associated protein 1	protein-coding
cKO_peak_2356	chr12	83921223	83921965	+	400	NA	intron (NR_073563, intron 1 of 10)	CpG	340	NR_073563	18222	Mm.4390	NM_010949	ENSMUSG00000021224	Numb	Nb	NUMB endocytic adaptor protein	protein-coding
cKO_peak_8596	chr6	87850321	87851442	+	400	NA	intron (NM_001355195, intron 1 of 4)	CpG	225	NM_001109745	12785	Mm.290251	NM_013493	ENSMUSG00000030057	Cnbp	AA408710|Cnbp1|Znf9	cellular nucleic acid binding protein	protein-coding
cKO_peak_2080	chr11	120581077	120581621	+	400	NA	promoter-TSS (NM_001363425)	promoter-TSS (NM_001363425)	-102	NM_001363425	192662	Mm.30016	NM_133796	ENSMUSG00000025132	Arhgdia	5330430M07Rik|Gdi-1|Rho GDI alpha|Rho-GDI|RhoDGI|RhoGDI-1|rho GDI 1|rho-GDI alpha	Rho GDP dissociation inhibitor (GDI) alpha	protein-coding
cKO_peak_6765	chr3	139074429	139075170	+	400	NA	intron (NM_001356388, intron 1 of 13)	CpG	402	NM_145544	229877	Mm.28893	NM_145544	ENSMUSG00000028149	Rap1gds1	BC011279|GDS1	RAP1, GTP-GDP dissociation stimulator 1	protein-coding
cKO_peak_9320	chr7	100607779	100608763	+	400	NA	promoter-TSS (NR_003559)	promoter-TSS (NR_003559)	30	NR_003559	52443	Mm.473730	NM_198831	ENSMUSG00000030706	Mrpl48	1810030E20Rik|2610028L11Rik|CGI-118|D4Ertd786e|L48mt|MRP-L48	mitochondrial ribosomal protein L48	protein-coding
cKO_peak_1393	chr11	46436979	46437545	+	400	NA	intron (NM_001104556, intron 1 of 1)	CpG	301	NM_001104556	66213	Mm.24159	NM_025426	ENSMUSG00000020397	Med7	1110063B05Rik|Crsp33|Crsp9	mediator complex subunit 7	protein-coding
cKO_peak_1711	chr11	80428595	80429314	+	400	NA	intron (NM_178616, intron 1 of 13)	CpG	339	NM_178616	69077	Mm.260539	NM_178616	ENSMUSG00000017428	Psmd11	1700089D09Rik|1810019E17Rik|2610024G20Rik|2810055C24Rik|C78232|P44.5|S9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	protein-coding
cKO_peak_261	chr1	82839387	82840365	+	400	NA	exon (NM_010472, exon 1 of 13)	exon (NM_010472, exon 1 of 13)	416	NM_001310713	15463	Mm.392569	NM_010472	ENSMUSG00000026159	Agfg1	AU045498|C130049H11Rik|C85612|D730048C23Rik|Hrb|RAB|Rip	ArfGAP with FG repeats 1	protein-coding
cKO_peak_6012	chr2	138256554	138257272	+	399	NA	intron (NM_001025431, intron 1 of 4)	CpG	329	NM_001025431	228662	Mm.153405	NM_145534	ENSMUSG00000062098	Btbd3	mKIAA0952	BTB (POZ) domain containing 3	protein-coding
cKO_peak_5239	chr19	36925635	36926757	+	398	NA	5' UTR (NM_001080706, exon 1 of 38)	5' UTR (NM_001080706, exon 1 of 38)	117	NM_001080706	107182	Mm.295062	NM_001080706	ENSMUSG00000040565	Btaf1	AI414500|AI447930|E430027O22Rik|TAF170	B-TFIID TATA-box binding protein associated factor 1	protein-coding
cKO_peak_3612	chr15	79062369	79062906	+	393	NA	exon (NM_144849, exon 1 of 8)	exon (NM_144849, exon 1 of 8)	222	NM_144849	223690	Mm.24262	NM_144849	ENSMUSG00000033055	Ankrd54	C730048E16Rik|EST1068184|EST475269|Liar	ankyrin repeat domain 54	protein-coding
cKO_peak_2081	chr11	120597734	120598810	+	393	NA	promoter-TSS (NM_011568)	promoter-TSS (NM_011568)	93	NM_011568	21681	Mm.1886	NM_011568	ENSMUSG00000025134	Alyref	Aly|Ref1|Ref1-I|Refbp1|Tho4|Thoc4	Aly/REF export factor	protein-coding
cKO_peak_3791	chr15	100038647	100039543	+	393	NA	intron (NM_001159361, intron 1 of 37)	CpG	431	NM_001159361	239667	Mm.243658	NM_172819	ENSMUSG00000023026	Dip2b	4932422C22|AI317237|AI854602|mKIAA1463	disco interacting protein 2 homolog B	protein-coding
cKO_peak_5238	chr19	36918463	36919250	+	392	NA	exon (NM_028263, exon 2 of 2)	exon (NM_028263, exon 2 of 2)	743	NM_028263	72514	Mm.41674	NM_028263	ENSMUSG00000047632	Fgfbp3	2610306H15Rik|Fgf-bp3	fibroblast growth factor binding protein 3	protein-coding
cKO_peak_3717	chr15	89314779	89315533	+	389	NA	5' UTR (NM_001170561, exon 1 of 41)	5' UTR (NM_001170561, exon 1 of 41)	155	NM_001081030	77980	Mm.35483	NM_030019	ENSMUSG00000036529	Sbf1	2610510A08Rik|B230113C15Rik|Mtmr5|mKIAA3020	SET binding factor 1	protein-coding
cKO_peak_7375	chr4	134852434	134853957	+	389	NA	5' UTR (NM_001355499, exon 1 of 12)	5' UTR (NM_001355499, exon 1 of 12)	150	NM_025382	66146	Mm.99793	NM_025382	ENSMUSG00000028826	Maco1	1110007C24Rik|9230118A01Rik|AI317300|AI606104|C61|Tmem57	macoilin 1	protein-coding
cKO_peak_2219	chr12	51970749	51971336	+	389	NA	intron (NM_177171, intron 1 of 35)	CpG	279	NM_177171	320487	Mm.131941	NM_177171	ENSMUSG00000035181	Heatr5a	C230081H03Rik|D930036F22Rik|mKIAA1316	HEAT repeat containing 5A	protein-coding
cKO_peak_7107	chr4	101068688	101069630	+	389	NA	exon (NM_183024, exon 1 of 12)	exon (NM_183024, exon 1 of 12)	121	NM_183024	242570	Mm.185636	NM_183024	ENSMUSG00000035275	Raver2	A430091O22Rik	ribonucleoprotein, PTB-binding 2	protein-coding
cKO_peak_7049	chr4	74251975	74252656	+	389	NA	intron (NM_001356561, intron 1 of 20)	CpG	436	NM_144787	76804	Mm.209059	NM_144787	ENSMUSG00000028397	Kdm4c	2410141F18Rik|AA517467|Gasc1|Jmjd2c	lysine (K)-specific demethylase 4C	protein-coding
cKO_peak_157	chr1	55237166	55237979	+	389	NA	exon (NM_175439, exon 1 of 1)	exon (NM_175439, exon 1 of 1)	395	NM_175439	212679	Mm.19223	NM_175439	ENSMUSG00000046994	Mars2	C730026E21Rik|MetRS	methionine-tRNA synthetase 2 (mitochondrial)	protein-coding
cKO_peak_1783	chr11	93884821	93886669	+	389	NA	promoter-TSS (NM_001346525)	promoter-TSS (NM_001346525)	21	NM_001013375	217109	Mm.379350	NM_001013375	ENSMUSG00000054079	Utp18	6230425C22Rik|6430513M13|Wdr50	UTP18 small subunit processome component	protein-coding
cKO_peak_4643	chr17	80061172	80062642	+	389	NA	non-coding (NR_152119, exon 1 of 14)	non-coding (NR_152119, exon 1 of 14)	361	NR_152119	72692	Mm.64579	NM_144802	ENSMUSG00000024095	Hnrnpll	2510028H02Rik|2810036L13Rik|AI256697|AI852082|Hnrpll	heterogeneous nuclear ribonucleoprotein L-like	protein-coding
cKO_peak_2894	chr13	95374785	95375397	+	389	NA	5' UTR (NM_025630, exon 1 of 14)	5' UTR (NM_025630, exon 1 of 14)	266	NM_025630	66549	Mm.36785	NM_025630	ENSMUSG00000021681	Aggf1	2010009L17Rik|2310029P06Rik|AW112072|Peg3|VG5Q	angiogenic factor with G patch and FHA domains 1	protein-coding
cKO_peak_2942	chr13	106936307	106936903	+	389	NA	intron (NM_029665, intron 1 of 29)	CpG	353	NM_029665	76582	Mm.132208	NM_029665	ENSMUSG00000042590	Ipo11	1700081H05Rik|2510001A17Rik|AI314624|AW555235|E330021B14Rik|Ranbp11	importin 11	protein-coding
cKO_peak_5853	chr2	117120189	117121932	+	389	NA	promoter-TSS (NM_033524)	promoter-TSS (NM_033524)	-11	NM_001277256	114715	Mm.245890	NM_033524	ENSMUSG00000027351	Spred1	5730461F13Rik|AL024345|AW047647	sprouty protein with EVH-1 domain 1, related sequence	protein-coding
cKO_peak_3103	chr14	33446333	33447179	+	389	NA	intron (NM_001310453, intron 1 of 11)	CpG	402	NM_001310453	26419	Mm.21495	NM_016700	ENSMUSG00000021936	Mapk8	AI849689|JNK|JNK1|Prkm8|SAPK1	mitogen-activated protein kinase 8	protein-coding
cKO_peak_1983	chr11	113649421	113650067	+	389	NA	exon (NM_013581, exon 1 of 14)	exon (NM_013581, exon 1 of 14)	215	NM_013581	16834	Mm.261620	NM_013581	ENSMUSG00000018661	Cog1	6030445I15|Ldlb|mKIAA1381	component of oligomeric golgi complex 1	protein-coding
cKO_peak_8562	chr6	85068937	85069530	+	389	NA	intron (NM_177077, intron 1 of 21)	CpG	280	NM_177077	75914	Mm.159621	NM_177077	ENSMUSG00000033769	Exoc6b	4930569O18Rik|G430127E12Rik|Sec15b|Sec15l2|mKIAA0919	exocyst complex component 6B	protein-coding
cKO_peak_7713	chr5	33983202	33984154	+	389	NA	intron (NM_001310547, intron 1 of 3)	CpG	245	NM_001310547	381633	Mm.4923	NM_001033458	ENSMUSG00000070858	Gm1673	-	predicted gene 1673	protein-coding
cKO_peak_7070	chr4	86748523	86749315	+	389	NA	intron (NM_184088, intron 1 of 31)	CpG	364	NM_184088	329877	Mm.273718	NM_184088	ENSMUSG00000038024	Dennd4c	1700065A05Rik|AA420392	DENN/MADD domain containing 4C	protein-coding
cKO_peak_5203	chr19	28990176	28990951	+	389	NA	exon (NM_001302382, exon 1 of 7)	exon (NM_001302382, exon 1 of 7)	211	NM_001302382	67072	Mm.78875	NM_025950	ENSMUSG00000024780	Cdc37l1	2700033A15Rik|BB159850|Cdc37l|Harc	cell division cycle 37-like 1	protein-coding
cKO_peak_2026	chr11	116580719	116581508	+	389	NA	exon (NM_173755, exon 1 of 18)	exon (NM_173755, exon 1 of 18)	334	NM_173755	217342	Mm.243950	NM_173755	ENSMUSG00000020802	Ube2o	9630022H21|B230113M03Rik|E2-230K|mKIAA1734	ubiquitin-conjugating enzyme E2O	protein-coding
cKO_peak_7005	chr4	56801936	56802901	+	389	NA	promoter-TSS (NM_026079)	promoter-TSS (NM_026079)	-87	NM_026079	230233	Mm.282743	NM_026079	ENSMUSG00000028431	Elp1	3110040G09Rik|6030413P05|C78473|IKAP|Ikbkap	elongator complex protein 1	protein-coding
cKO_peak_2887	chr13	94284722	94285670	+	389	NA	promoter-TSS (NM_029153)	promoter-TSS (NM_029153)	85	NM_029153	107767	Mm.201455	NM_029153	ENSMUSG00000021687	Scamp1	4930505M11Rik|AI415563|AW122395	secretory carrier membrane protein 1	protein-coding
cKO_peak_6566	chr3	95315026	95315710	+	389	NA	intron (NM_029789, intron 1 of 10)	CpG	178	NM_029789	76893	Mm.181009	NM_029789	ENSMUSG00000015714	Cers2	0610013I17Rik|AI225939|Lass2|TRH3	ceramide synthase 2	protein-coding
cKO_peak_2417	chr12	98900630	98901481	+	382	NA	5' UTR (NM_001081191, exon 1 of 44)	5' UTR (NM_001081191, exon 1 of 44)	429	NM_001081191	319670	Mm.390484	NM_001081191	ENSMUSG00000051166	Eml5	BC027154|C130068M19Rik	echinoderm microtubule associated protein like 5	protein-coding
cKO_peak_2324	chr12	79006652	79007530	+	382	NA	5' UTR (NM_178745, exon 1 of 3)	5' UTR (NM_178745, exon 1 of 3)	186	NM_178745	268567	Mm.341747	NM_178745	ENSMUSG00000046157	Tmem229b	6330442E10Rik|9830138K24|AU019070	transmembrane protein 229B	protein-coding
cKO_peak_9720	chr8	36248048	36249372	+	382	NA	exon (NM_001081150, exon 1 of 12)	exon (NM_001081150, exon 1 of 12)	649	NM_001081150	244421	Mm.324032	NM_001081150	ENSMUSG00000039633	Lonrf1	-	LON peptidase N-terminal domain and ring finger 1	protein-coding
cKO_peak_10075	chr8	109868492	109869354	+	380	NA	intron (NM_001122594, intron 1 of 18)	CpG	320	NM_001122594	244650	Mm.23494	NM_001122594	ENSMUSG00000031732	Phlpp2	AI481772|C130044A18Rik|Phlppl	PH domain and leucine rich repeat protein phosphatase 2	protein-coding
cKO_peak_1270	chr11	6388958	6389967	+	378	NA	Intergenic	(CGG)n|Simple_repeat|Simple_repeat	-5663	NM_001005867	52915	Mm.1144	NM_028601	ENSMUSG00000041164	Zmiz2	Zimp7	zinc finger, MIZ-type containing 2	protein-coding
cKO_peak_494	chr1	162570277	162571386	+	378	NA	promoter-TSS (NM_001347125)	promoter-TSS (NM_001347125)	3	NM_001347125	53330	Mm.10699	NM_016796	ENSMUSG00000026696	Vamp4	D1Ertd147e|Vamp-4	vesicle-associated membrane protein 4	protein-coding
cKO_peak_2864	chr13	85288279	85289867	+	378	NA	5' UTR (NM_145452, exon 1 of 25)	5' UTR (NM_145452, exon 1 of 25)	413	NM_145452	218397	Mm.259653	NM_145452	ENSMUSG00000021549	Rasa1	Gap|RasGAP|Rasa	RAS p21 protein activator 1	protein-coding
cKO_peak_3085	chr14	31001005	31002094	+	378	NA	5' UTR (NM_026911, exon 1 of 4)	intron (NM_001165930, intron 1 of 9)	116	NM_029626	76485	Mm.8766	NM_029626	ENSMUSG00000021916	Glt8d1	2410004H05Rik|5430414N14Rik|AI450005	glycosyltransferase 8 domain containing 1	protein-coding
cKO_peak_477	chr1	156718330	156719056	+	378	NA	intron (NM_145413, intron 1 of 7)	CpG	217	NM_145413	215015	Mm.229107	NM_145413	ENSMUSG00000033557	Fam20b	C530043G21Rik|mKIAA0475	family with sequence similarity 20, member B	protein-coding
cKO_peak_270	chr1	86064475	86065117	+	378	NA	exon (NM_027357, exon 1 of 25)	exon (NM_027357, exon 1 of 25)	177	NM_027357	70247	Mm.280013	NM_027357	ENSMUSG00000026229	Psmd1	2410026J11Rik|P112|S1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	protein-coding
cKO_peak_2912	chr13	98925643	98926786	+	378	NA	intron (NM_178716, intron 1 of 23)	CpG	170	NM_178716	238799	Mm.173286	NM_178716	ENSMUSG00000009470	Tnpo1	AU021749|D13Ertd688e|IPO2|Kpnb2|MIP|MIP1|TRN	transportin 1	protein-coding
cKO_peak_6829	chr4	8535510	8536371	+	378	NA	intron (NM_021518, intron 1 of 7)	CpG	296	NM_021518	59021	Mm.397471	NM_021518	ENSMUSG00000047187	Rab2a	9330148M11Rik|C80220|Rab2	RAB2A, member RAS oncogene family	protein-coding
cKO_peak_4076	chr16	52031219	52032321	+	378	NA	intron (NM_001033238, intron 1 of 17)	CpG	221	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding
cKO_peak_186	chr1	61638710	61639342	+	378	NA	5' UTR (NM_001081050, exon 1 of 23)	5' UTR (NM_001081050, exon 1 of 23)	202	NM_001081050	72823	Mm.35153	NM_001081050	ENSMUSG00000052062	Pard3b	1810008K04Rik|2010002N16Rik|2810455B10Rik|Als2cr19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
cKO_peak_2685	chr13	45963358	45964648	+	378	NA	intron (NM_001199304, intron 1 of 6)	CpG	988	NM_001199305	20238	Mm.342683	NM_009124	ENSMUSG00000046876	Atxn1	2900016G23Rik|Atx1|C85907|Gm10786|Sca1	ataxin 1	protein-coding
cKO_peak_7256	chr4	124850049	124851455	+	378	NA	promoter-TSS (NM_001142727)	promoter-TSS (NM_001142727)	-7	NM_153566	230734	Mm.258568	NM_153566	ENSMUSG00000028889	Yrdc	AV303379|BC023823|IRIP|ITIP	yrdC domain containing (E.coli)	protein-coding
cKO_peak_9714	chr8	34964859	34965706	+	378	NA	exon (NM_175091, exon 1 of 27)	exon (NM_175091, exon 1 of 27)	408	NM_175091	21951	Mm.88364	NM_175091	ENSMUSG00000031529	Tnks	4930554K12Rik|AI662855|ARTD5|C86528|D130072O21Rik|TANK1|mTNKS1	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	protein-coding
cKO_peak_7439	chr4	141444586	141445291	+	378	NA	intron (NM_009541, intron 1 of 15)	CpG	265	NM_009541	22642	Mm.389590	NM_009541	ENSMUSG00000006215	Zbtb17	AA589413|Lp-1|Miz1|Zfp100|mZ13	zinc finger and BTB domain containing 17	protein-coding
cKO_peak_2888	chr13	94358526	94359484	+	378	NA	promoter-TSS (NM_009680)	promoter-TSS (NM_009680)	45	NM_009680	11774	Mm.21185	NM_009680	ENSMUSG00000021686	Ap3b1	AP-3|AU015684|C78395|Hps2|beta3A|pe|pearl|rim2	adaptor-related protein complex 3, beta 1 subunit	protein-coding
cKO_peak_1312	chr11	21238549	21239705	+	378	NA	promoter-TSS (NM_001290628)	promoter-TSS (NM_001290628)	95	NM_139061	245944	Mm.170103	NM_139061	ENSMUSG00000020128	Vps54	Hcc8|Vps54l|mSLP8|wr	VPS54 GARP complex subunit	protein-coding
cKO_peak_6622	chr3	103279240	103280610	+	378	NA	exon (NM_001079830, exon 1 of 19)	exon (NM_001079830, exon 1 of 19)	632	NM_053170	94093	Mm.195036	NM_053170	ENSMUSG00000033014	Trim33	8030451N04Rik|AI413936|Ecto|Tif1g	tripartite motif-containing 33	protein-coding
cKO_peak_10639	chr9	99568141	99568969	+	378	NA	intron (NM_001166138, intron 1 of 11)	CpG	344	NM_001166138	74125	Mm.234823	NM_028768	ENSMUSG00000032468	Armc8	1200015K23Rik|Gid5|HSPC056	armadillo repeat containing 8	protein-coding
cKO_peak_8779	chr6	128437815	128438629	+	378	NA	promoter-TSS (NR_028593)	promoter-TSS (NR_028593)	434	NM_010219	14228	Mm.12758	NM_010219	ENSMUSG00000030357	Fkbp4	AL022792|AW208983|FKBP-4|FKBP-52|FKBP52|FKPB52|p59	FK506 binding protein 4	protein-coding
cKO_peak_3908	chr16	17200856	17201520	+	378	NA	intron (NM_009456, intron 1 of 3)	CpG	304	NM_009456	22195	Mm.3074	NM_009456	ENSMUSG00000038965	Ube2l3	C79827|UbcM4|Ubce7	ubiquitin-conjugating enzyme E2L 3	protein-coding
cKO_peak_7289	chr4	128727507	128728280	+	378	NA	intron (NM_001195083, intron 1 of 6)	CpG	322	NM_001195083	54383	Mm.473738	NM_018774	ENSMUSG00000028796	Phc2	A3galt2|AA415044|D130050K19Rik|D4Ertd810e|Edr2|Mph2|p36	polyhomeotic 2	protein-coding
cKO_peak_793	chr10	42761521	42762451	+	378	NA	intron (NM_001359285, intron 1 of 19)	CpG	490	NM_001359284	140740	Mm.214344	NM_153055	ENSMUSG00000019802	Sec63	5730478J10Rik|AI649014|AW319215	SEC63-like (S. cerevisiae)	protein-coding
cKO_peak_1669	chr11	77606834	77608226	+	378	NA	5' UTR (NM_144825, exon 1 of 20)	5' UTR (NM_144825, exon 1 of 20)	285	NM_001364134	216965	Mm.340436	NM_144825	ENSMUSG00000017291	Taok1	2810468K05Rik|AU020252|D130018F14Rik|Map3k16|Markk|Psk2	TAO kinase 1	protein-coding
cKO_peak_9999	chr8	95488164	95488862	+	378	NA	5' UTR (NM_009974, exon 1 of 12)	5' UTR (NM_009974, exon 1 of 12)	307	NM_009974	13000	Mm.51136	NM_009974	ENSMUSG00000046707	Csnk2a2	1110035J23Rik|C77789|CK2	casein kinase 2, alpha prime polypeptide	protein-coding
cKO_peak_1508	chr11	60913186	60914107	+	378	NA	exon (NM_025294, exon 1 of 3)	exon (NM_025294, exon 1 of 3)	146	NM_025294	24083	Mm.22780	NM_025294	ENSMUSG00000018931	Natd1	AI256713|F3-2|Gm16515|Gtlf3b	N-acetyltransferase domain containing 1	protein-coding
cKO_peak_3701	chr15	88733286	88734344	+	378	NA	intron (NM_001033274, intron 1 of 12)	intron (NM_001033274, intron 1 of 12)	404	NM_001033274	223770	Mm.254438	NM_001033274	ENSMUSG00000022387	Brd1	1110059H06Rik|AI316859|mKIAA4191	bromodomain containing 1	protein-coding
cKO_peak_3396	chr15	6707601	6709120	+	378	NA	promoter-TSS (NM_030168)	promoter-TSS (NM_030168)	-21	NM_030168	78757	Mm.275811	NM_030168	ENSMUSG00000050310	Rictor	4921505C17Rik|6030405M08Rik|AVO3|AW492497|D530039E11Rik	RPTOR independent companion of MTOR, complex 2	protein-coding
cKO_peak_6823	chr4	5644136	5644737	+	378	NA	intron (NM_173426, intron 1 of 2)	CpG	346	NM_173426	242297	Mm.331470	NM_173426	ENSMUSG00000049119	Fam110b	1700012H17Rik|5031405P22|AW049855	family with sequence similarity 110, member B	protein-coding
cKO_peak_619	chr1	184999100	185000075	+	378	NA	promoter-TSS (NM_145515)	promoter-TSS (NM_145515)	-38	NM_145515	226778	Mm.7445	NM_145515	ENSMUSG00000026620	Mark1	AW491150|B930025N23Rik|Emk3|Par-1c|mKIAA1477|mPar-1c	MAP/microtubule affinity regulating kinase 1	protein-coding
cKO_peak_4950	chr18	73572852	73574415	+	378	NA	exon (NM_001039214, exon 1 of 2)	exon (NM_001039214, exon 1 of 2)	928	NM_001039214	240396	Mm.24131	NM_001039214	ENSMUSG00000037253	Mex3c	A130001D14Rik|BC035207|BM-013|Rkhd2	mex3 RNA binding family member C	protein-coding
cKO_peak_3591	chr15	76817064	76818591	+	376	NA	intron (NM_198420, intron 1 of 10)	CpG	339	NM_001168288	223666	Mm.322931	NM_198420	ENSMUSG00000033697	Arhgap39	9530053N22|AI843066|D15Wsu169e|Kiaa1688|Porf-2	Rho GTPase activating protein 39	protein-coding
cKO_peak_5268	chr19	42090459	42090980	+	373	NA	exon (NM_145501, exon 1 of 9)	exon (NM_145501, exon 1 of 9)	284	NM_145501	84095	Mm.117037	NM_145501	ENSMUSG00000025178	Pi4k2a	Pi4k2	phosphatidylinositol 4-kinase type 2 alpha	protein-coding
cKO_peak_908	chr10	75921017	75921685	+	372	NA	exon (NM_011418, exon 1 of 9)	exon (NM_011418, exon 1 of 9)	263	NM_001161853	20587	Mm.279751	NM_011418	ENSMUSG00000000902	Smarcb1	AU020204|Baf47|Ini1|SNF5/INI1|Snf5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	protein-coding
cKO_peak_7717	chr5	34335908	34336897	+	372	NA	promoter-TSS (NM_001304270)	promoter-TSS (NM_001304270)	22	NM_001304269	19822	Mm.21281	NM_011278	ENSMUSG00000029110	Rnf4	AU018689|Gtrgeo8|SNURF	ring finger protein 4	protein-coding
cKO_peak_10567	chr9	77917383	77917997	+	368	NA	intron (NM_134255, intron 1 of 7)	CpG	325	NM_134255	68801	Mm.430736	NM_134255	ENSMUSG00000032349	Elovl5	1110059L23Rik|AI747313|AU043003|HELO1	ELOVL family member 5, elongation of long chain fatty acids (yeast)	protein-coding
cKO_peak_1086	chr10	96617037	96618043	+	368	NA	intron (NM_007569, intron 1 of 1)	CpG	539	NM_007569	12226	Mm.23811	NM_007569	ENSMUSG00000036478	Btg1	AI426953|AW546738	B cell translocation gene 1, anti-proliferative	protein-coding
cKO_peak_9369	chr7	110122044	110122979	+	368	NA	exon (NM_009516, exon 1 of 11)	exon (NM_009516, exon 1 of 11)	452	NM_009516	22390	Mm.287173	NM_009516	ENSMUSG00000031016	Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding
cKO_peak_6723	chr3	127836910	127837504	+	368	NA	exon (NM_145964, exon 1 of 10)	exon (NM_145964, exon 1 of 10)	316	NM_145964	211556	Mm.403486	NM_145964	ENSMUSG00000074238	Ap1ar	AA407621|C78909|Gadkin	adaptor-related protein complex 1 associated regulatory protein	protein-coding
cKO_peak_5833	chr2	109890499	109891309	+	368	NA	promoter-TSS (NM_011699)	promoter-TSS (NM_011699)	26	NM_011699	22343	Mm.235300	NM_011699	ENSMUSG00000027162	Lin7c	9130007B12Rik|AI303698|AU019331|AW125731|D2Ertd520e|LIN-7-C|LIN-7C|MALS-3|Veli3	lin-7 homolog C (C. elegans)	protein-coding
cKO_peak_7811	chr5	67306508	67307465	+	368	NA	promoter-TSS (NM_001310629)	promoter-TSS (NM_001310629)	31	NM_001310629	109108	Mm.234455	NM_178651	ENSMUSG00000029221	Slc30a9	2310024J23Rik|AL024256|GAC63|HUEL|znT-9	solute carrier family 30 (zinc transporter), member 9	protein-coding
cKO_peak_7605	chr5	20951019	20952228	+	368	NA	exon (NM_001080977, exon 1 of 8)	exon (NM_001080977, exon 1 of 8)	199	NM_001080977	242860	Mm.254286	NM_001080977	ENSMUSG00000039968	Rsbn1l	8430412F05Rik|AI447441|C330002G24Rik	round spermatid basic protein 1-like	protein-coding
cKO_peak_4775	chr18	31803861	31804703	+	368	NA	intron (NM_028866, intron 1 of 21)	CpG	225	NM_001170967	74320	Mm.277705	NM_028866	ENSMUSG00000024400	Wdr33	1110001N06Rik|2310011G05Rik|2810021O11Rik|8430413N20Rik|WDC146	WD repeat domain 33	protein-coding
cKO_peak_6001	chr2	132846614	132847332	+	368	NA	promoter-TSS (NM_025646)	promoter-TSS (NM_025646)	307	NM_001024385	66586	Mm.357342	NM_025646	ENSMUSG00000027357	Crls1	0610009I22Rik|4930557M15Rik|5730490M08Rik	cardiolipin synthase 1	protein-coding
cKO_peak_4777	chr18	32067535	32068402	+	368	NA	5' UTR (NM_173441, exon 1 of 14)	5' UTR (NM_173441, exon 1 of 14)	234	NM_173441	73473	Mm.66853	NM_173441	ENSMUSG00000024384	Iws1	1700069O15Rik|3000008H23|AL117927|AW214353	IWS1, SUPT6 interacting protein	protein-coding
cKO_peak_5176	chr19	21271730	21273236	+	368	NA	5' UTR (NM_009551, exon 1 of 6)	5' UTR (NM_009551, exon 1 of 6)	205	NM_009551	22682	Mm.292405	NM_009551	ENSMUSG00000024750	Zfand5	2310057A04Rik|5830475F03Rik|AA415485|Za20d2|Zfp216	zinc finger, AN1-type domain 5	protein-coding
